"id","name","price","type","categories","X","Y","geometry"
"-eF2TASoXZWfrO9Yr-tDAQ","Meghna Grocery","N/A","grocery store","Grocery",-83.06024,42.40802,c(-83.06024, 42.40802)
"rcewgfyYPcyhQbAvkqqWzA","Khan Grocery","N/A","grocery store","Grocery",-83.0631027,42.4123306,c(-83.0631027, 42.4123306)
"1DDZ6Uf6YuJ7NEtzDd7ZgQ","Detroit Soul","$$","restaurant","Soul Food",-83.0738989,42.446804,c(-83.0738989, 42.446804)
"rGqxAFJmDJXg9MdVUdve8w","Taylor Made Phat Burgers","$","fast casual","Burgers",-83.05453,42.43308,c(-83.05453, 42.43308)
"n1eCaLxl4iUnh_iCZ5jVKQ","Boostan Cafe Detroit","N/A","fast casual","American/Mediterranean/Middle Eastern",-83.051873,42.41904,c(-83.051873, 42.41904)
"JR0h6wuARO_0xg_ofPF15w","Krown Super Market","N/A","grocery store","Grocery",-83.0430526733398,42.4053802490234,c(-83.0430526733398, 42.4053802490234)
"JQ8yiHzTf_GOmYlWVqJ28g","Skukriya Market","N/A","grocery store","Grocery",-83.0602493,42.4106903,c(-83.0602493, 42.4106903)
"23KsY0-oQnrvi6aFSFx95A","7 Mile Foods","N/A","grocery store","Grocery/Specialty Food/International Grocery",-83.0214255,42.43410183,c(-83.0214255, 42.43410183)
"rN9Kp-L0l3C4tGbh2o2-LA","Super-X Food Market","N/A","grocery store","Grocery",-83.0456009,42.4120407,c(-83.0456009, 42.4120407)
"ZkJKAU-acd4fI01sYj_OrA","Nevada A Coney Island","N/A","fast casual","Salad/Burgers/Sandwiches",-83.0623932,42.4261017,c(-83.0623932, 42.4261017)
"oyOVCXOX6VWSdlg1y-_HrA","McDonald's","$","fast food","Fast Food/Burgers/Coffee & Tea",-83.0239226,42.4408741,c(-83.0239226, 42.4408741)
"bFSFnmWwKVm6kCT7vMURPw","Seven Stars Food Center","N/A","grocery store","Grocery",-83.00555,42.41968,c(-83.00555, 42.41968)
"KREZlAsM1VjTkny5R2i7hA","Pick & Save Supermarket","$$","grocery store","Grocery",-83.0281655,42.4336543,c(-83.0281655, 42.4336543)
"Xt8Q9Sf9D6QGUsGsoZMFHw","Marcus Hamburgers","$","restaurant","Burgers/Diners/Breakfast & Brunch",-83.03727,42.41944,c(-83.03727, 42.41944)
"wo5BkSSxWwJKTOGoI5zn7w","Gunston Family Market","N/A","grocery store","Grocery",-82.9993362426758,42.4138526916504,c(-82.9993362426758, 42.4138526916504)
"v8-BY0-syMz5jmL-DevyQA","Me And My Girls","$$","restaurant","Soul Food",-83.0027721778851,42.4346841818648,c(-83.0027721778851, 42.4346841818648)
"8yfAdr2gj6qFls2onDQL6A","Wendy's","$","fast food","Fast Food/Burgers",-82.9890715,42.4174581,c(-82.9890715, 42.4174581)
"J1EHRZpjeOa3lxDRfWqeqw","White Castle","$","fast food","Fast Food/Burgers",-83.0001867,42.4003878,c(-83.0001867, 42.4003878)
"Z-i7DHwPeW86F3eRSl4cZg","Four J's Market","$","grocery store","Grocery",-82.96357,42.43577,c(-82.96357, 42.43577)
"oeJ0EgABV--HAhtp1_jKKg","Save A Lot","N/A","grocery store","Grocery/Discount Store",-82.967033,42.421045,c(-82.967033, 42.421045)
"-8yB6eN4BqPfVBbSLQAYNw","Chicken Talk","N/A","restaurant","Chicken Wings",-82.9902194,42.4162792,c(-82.9902194, 42.4162792)
"UU9NjPO3QKo2tsU4TlfWGg","Fry Guy","N/A","fast food","Fast Food/New American",-82.979835,42.431163,c(-82.979835, 42.431163)
"NkTDQLctnUSo5BRo_FVrig","N & A Market","N/A","grocery store","Grocery",-82.94501,42.41376,c(-82.94501, 42.41376)
"6CCQ1mhZxLGXzdPYlHcgmA","Morang Supermarket","N/A","grocery store","Grocery",-82.9516272,42.4266499,c(-82.9516272, 42.4266499)
"rlVELhTCBfJwthj8M3IR4Q","Dollar General","N/A","grocery store","Discount Store/Grocery",-82.965444,42.421909,c(-82.965444, 42.421909)
"ljz18jNUhJXGtz-xYLetZg","Dallas Supermarket","N/A","grocery store","Grocery",-82.9275817871094,42.4071655273438,c(-82.9275817871094, 42.4071655273438)
"vxACfOEguLQNVT9BdSGx7g","21 Flavorz Express","N/A","restaurant","Convenience Stores/Candy Stores/American",-82.99127,42.37899,c(-82.99127, 42.37899)
"3YaM1Oc7Ps1HR2w27os0vg","Flamz Pizzeria","N/A","restaurant","Pizza",-82.9384,42.4032,c(-82.9384, 42.4032)
"WI66WkAchY-m8Ll7oKUPtQ","National Coney Island","$","fast casual","Diners",-82.9111099,42.4164238,c(-82.9111099, 42.4164238)
"6ylajK1M5ZRicMLzmZOxSA","Popeyes Louisiana Kitchen","$","fast casual","Chicken Wings/Fast Food",-82.94016,42.414375,c(-82.94016, 42.414375)
"kPUW4CeGVhxbgpg5Jyfs4w","Mac Shack","$","fast casual","New American/Food Trucks",-83.0424922338379,42.3480807745564,c(-83.0424922338379, 42.3480807745564)
"QyA5HCNAyvvkxp0bsOgecw","Popeyes Louisiana Kitchen","$","fast food","Fast Food/Chicken Wings",-82.9779837,42.4338915,c(-82.9779837, 42.4338915)
"YcA7_wMfFVgbngjbFy3lYQ","La Cina","$","restaurant","Mexican/Salad/Breakfast & Brunch",-82.9210433959961,42.396656036377,c(-82.9210433959961, 42.396656036377)
"XOvPJxxdtaXg-YOOS-2NYA","Rabauts Cafe","$","fast casual","Cafes",-82.9140167,42.4117203,c(-82.9140167, 42.4117203)
"fCbF4lR0RLj3BIacTq82UA","Papa Johns Pizza","$","fast food","Pizza/Chicken Wings/Fast Food",-82.9112542,42.4162561,c(-82.9112542, 42.4162561)
"F9642isPBMtRJ2iTPP-CVQ","Omega Coney Island","$","fast casual","Diners/New American",-83.2653144,42.4430756,c(-83.2653144, 42.4430756)
"VcOmSmeRv_uTKIadUfQb1w","Quick Pac","N/A","grocery store","Grocery",-83.2525405883789,42.4295692443848,c(-83.2525405883789, 42.4295692443848)
"nzgNPOzPLGk19Hv976aeJQ","Save A Lot","N/A","grocery store","Grocery/Beer/ Wine & Spirits/Discount Store",-83.24836,42.44324,c(-83.24836, 42.44324)
"8fsoP7bqq275TAtBCiL3UA","Nicky D's Coney Island","$","fast casual","Greek",-83.239857,42.443512,c(-83.239857, 42.443512)
"-YuAaeYCJC0SfWhOMqJ9CQ","McDonald's","$","fast food","Burgers/Fast Food/Coffee & Tea",-83.25997620821,42.4428194273435,c(-83.25997620821, 42.4428194273435)
"d2QOE51CpCG7sizIy4VmzQ","Popeyes Louisiana Kitchen","$","fast food","Fast Food/Chicken Wings",-83.2497703220902,42.443222,c(-83.2497703220902, 42.443222)
"lxqNyJ1UE6_JRTRDYVDWdQ","Dollar General","N/A","grocery store","Discount Store/Grocery",-83.226189,42.429633,c(-83.226189, 42.429633)
"W_Vj4GAbqEk_7y0DUKaO_A","Lou's Deli","$","fast casual","Delis/Fast Food/Sandwiches",-83.2343313,42.4299985160913,c(-83.2343313, 42.4299985160913)
"kRN-yhkUrPprPO4tMJlZ1Q","Savon Foods","N/A","grocery store","Grocery",-83.19428,42.43032,c(-83.19428, 42.43032)
"Nxtw0F3LAXscPNAvLK34-Q","Andy's Market","$","grocery store","Grocery",-83.20129,42.4425,c(-83.20129, 42.4425)
"sT3UcDycVj3JOltaD3UrOA","Gourmet Food Center","N/A","grocery store","Meat Shops",-83.2024953,42.4305049,c(-83.2024953, 42.4305049)
"WZOVTQ1FW7HTn_oCJRQrww","Mighty Wing Shop","$$","restaurant","American/Chicken Shop/Breakfast & Brunch",-83.2003084570169,42.4404931655704,c(-83.2003084570169, 42.4404931655704)
"7b_SbLC3pEMjJigqXDsflw","Detroit Shrimp and Fish","$$","restaurant","Seafood",-83.1958499,42.43964,c(-83.1958499, 42.43964)
"_S6oBdJarmh4bIwhFjCQVw","White Castle","$","fast casual","Fast Food/Burgers",-83.2007,42.442,c(-83.2007, 42.442)
"XT3YgQ0rgtOdohJYCaWwOw","Trap Vegan","N/A","fast casual","Vegan/Vegetarian/Burgers",-83.14142,42.44306,c(-83.14142, 42.44306)
"R9-RJksyy7Tzb1AxcKPzBw","China Wok","$","restaurant","Chinese",-83.1408665730164,42.4286899787152,c(-83.1408665730164, 42.4286899787152)
"9wtjeXnyy8ukILrs-6lF9w","Waffle Cafe Detroit","$$","restaurant","Waffles",-83.1417503,42.429301652723,c(-83.1417503, 42.429301652723)
"ZtVRNsdHZ26Cz0-jfXMqXw","Good Times On The Ave","N/A","restaurant","American",-83.14117,42.4356,c(-83.14117, 42.4356)
"BXSEysmWPwVHK2bwKNyzeA","Noni's Sherwood Grille","$","restaurant","American/Comfort Food",-83.14133,42.43721,c(-83.14133, 42.43721)
"vUAznKs_8crdw7gYkBqSJg","Good Cakes and Bakes","$","fast casual","Bakeries/Cupcakes/Vegan",-83.14181,42.43457,c(-83.14181, 42.43457)
"IxQaFR7lD0C4_DMJoFVOww","Wendy's","$","fast food","Fast Food/Burgers",-83.142978,42.445794,c(-83.142978, 42.445794)
"0hmOVRxLEWUqUbi2vdCcDw","Detroit Shawarma","$","restaurant","Mediterranean/Sandwiches/Middle Eastern",-83.1173075,42.4361136,c(-83.1173075, 42.4361136)
"JG8q7Yt32PMJQ21FmJ3FEQ","McDonald's","$","fast food","Burgers/Fast Food/Coffee & Tea",-83.120173495372,42.4459366169046,c(-83.120173495372, 42.4459366169046)
"LZmp0yqWs7d_pBJ-0IZpGA","Wingstop","$$","fast food","Chicken Wings",-83.1207822,42.446027990638,c(-83.1207822, 42.446027990638)
"6-tzZ19PrapGulKIvvhdrg","Dollar General","N/A","grocery store","Discount Store/Grocery",-83.0864,42.44024,c(-83.0864, 42.44024)
"vqhBrDGwTlphILlZXt5Auw","Imperial Supermarket","N/A","grocery store","Grocery",-83.0820033855485,42.4462169465781,c(-83.0820033855485, 42.4462169465781)
"ERTnbYeoPWB-9aGjDDPwig","Pink Flamingo To Go","N/A","restaurant","Vegetarian/Asian Fusion",-83.1074,42.42174,c(-83.1074, 42.42174)
"AJTDuttUChd_Hia9CKy3-A","O’s Burger Bar","N/A","restaurant","Burgers/Hot Dogs/Sandwiches",-83.09426,42.43978,c(-83.09426, 42.43978)
"iwkpdYn1khVBFRtdNsGf2g","Detroit One Coney Island","N/A","fast food","Fast Food/American",-83.10259,42.43208,c(-83.10259, 42.43208)
"7WTg67fa5KCbpjaLBWb4xA","Royal Fresh Market","N/A","grocery store","Grocery",-83.075123,42.433274,c(-83.075123, 42.433274)
"ph0Ul01HtaBh8Y21e7b-KA","Merchant Food Center","N/A","grocery store","Grocery",-83.0749830313298,42.4331383159462,c(-83.0749830313298, 42.4331383159462)
"7rXR2KXsW9OqLT7bmEb8qg","Food Palace Supermarket","N/A","grocery store","Grocery",-83.0554275512695,42.4335098266602,c(-83.0554275512695, 42.4335098266602)
"VccgOeA4zvso4TbHIyRfeA","Hashbrowns Cafe","N/A","restaurant","American/Comfort Food/Diners",-83.0766907,42.4375992,c(-83.0766907, 42.4375992)
"ZFzEWYEB-fpcbyZ0ros-nw","Jeds Detroit","N/A","restaurant","American/Pizza/Chicken Wings",-83.08669,42.43252,c(-83.08669, 42.43252)
"UOnrmK_hkLvNTJ4yOmnnlQ","Conant Street Grill","N/A","restaurant","Burgers/Chicken Wings/Sandwiches",-83.0738453194499,42.433484662442,c(-83.0738453194499, 42.433484662442)
"O72AS1bvoZo0ycfeHhwpJw","Kwong Tung Inn","$","restaurant","Chinese",-83.0722007430992,42.4469245531915,c(-83.0722007430992, 42.4469245531915)
"LkJere0kjLYeqklbG-mOVA","Checkers","N/A","fast food","Burgers/Fast Food",-83.0641521513462,42.4469610580643,c(-83.0641521513462, 42.4469610580643)
