"id","name","price","type","categories","X","Y","geometry"
"KIgd96wBrHW5JslTjzDDzA","Jose's Tacos","N/A","fast casual","Tacos",-83.039069232508,42.346571,c(-83.039069232508, 42.346571)
"Hx_-hCzYcOfFNEC0Z4O9IQ","Cadillac Lodge","N/A","fast casual","Cocktail Bars/Pop-Up Restaurants",-83.045372,42.331611,c(-83.045372, 42.331611)
"9LDcEENmYP6wi1WUppsbtw","Lunchtime Global","$","fast casual","Sandwiches/Soup",-83.04539,42.33098,c(-83.04539, 42.33098)
"39xIvLftmPsvJ27XJaJWhg","Bai Mai Thai","$$","fast casual","Thai",-83.032995,42.3385381,c(-83.032995, 42.3385381)
"J0vm5H95vKFMh6SCTcwGJw","La Pecora Nera - Detroit","$","fast casual","Coffee & Tea/Breakfast & Brunch/Gelato",-83.05045,42.33491,c(-83.05045, 42.33491)
"KGflsQO1qzh5V5QfwaDekw","Central Kitchen + Bar","$$","fast casual","Gastropubs/American/Cocktail Bars",-83.0453690361069,42.3308955873258,c(-83.0453690361069, 42.3308955873258)
"i5rye84eCHQ4awAfbNuPhA","Detroit Water Ice Factory","$","fast casual","Ice Cream & Frozen Yogurt/Shaved Ice/Popcorn Shops",-83.0472662185945,42.3327557541486,c(-83.0472662185945, 42.3327557541486)
"KaMAKssmDNEehykgsVIhkA","Dollar General","N/A","dollar store","Discount Store/Grocery",-82.95501,42.370731,c(-82.95501, 42.370731)
"fJI9CzPO79rgd56XKoW2_w","Dollar General","N/A","dollar store","Grocery/Discount Store",-82.973627,42.364743,c(-82.973627, 42.364743)
"Pa7Hgg20TlR7-ChTiSdb5A","Family Dollar","N/A","dollar store","Grocery/Discount Store/Cosmetics & Beauty Supply",-82.965702675283,42.4046159394497,c(-82.965702675283, 42.4046159394497)
"RLsPu818LMxJRLF7rODzGg","Jimmy John's","$","fast food","Sandwiches/Delis/Fast Food",-83.047081,42.330003,c(-83.047081, 42.330003)
"cBkQjZjXyEWDcVxdGbNW0Q","Salsarita's Fresh Mexican Grill","$","fast food","Mexican",-83.0403007079346,42.3294596906547,c(-83.0403007079346, 42.3294596906547)
"G_um9ck9HyHdRvuDeUZ5Xw","Anita's Kitchen","N/A","fast food","Mediterranean/Juice Bars & Smoothies/Burgers",-83.0461760657507,42.3287324959998,c(-83.0461760657507, 42.3287324959998)
"jTqQ_DhPLC3vpqqV8Ae4Jg","McDonald's","$","fast food","Fast Food/Burgers/Coffee & Tea",-82.9878352582455,42.3566996397393,c(-82.9878352582455, 42.3566996397393)
"iomqeStAK1zbNTSzWu9mgA","Potbelly Sandwich Shop","$","fast food","Sandwiches/Fast Food/Salad",-83.038443,42.328899,c(-83.038443, 42.328899)
"GimamURiV1l-13C5m9UNww","Carnival Fresh Mex","$","fast food","Mexican",-83.0475512,42.3302632,c(-83.0475512, 42.3302632)
"Ow9Wq1kIF8THJOS-_dL8Kg","Food Exchange","$$","fast food","Fast Food/Burgers",-83.0168,42.39004,c(-83.0168, 42.39004)
"vhF1C3UybQStE-CaN5qCLA","Sugar Factory - Detroit","$$$","fast food","American/Desserts/Candy Stores",-83.046439,42.3325301761095,c(-83.046439, 42.3325301761095)
"H5fvH3Go2KKwGblFet8O7w","Gyro Land","$","fast food","Food Court/Greek",-83.0404587,42.3298531,c(-83.0404587, 42.3298531)
"dUCvGq7IihPWpIe26vEIQg","Freshii","$$","fast food","Salad/Vegetarian/Fast Food",-83.04767,42.332056,c(-83.04767, 42.332056)
"GnETF5TcaJ3v01VX8iH_Rw","Krispy Krunch Chicken","$$","fast food","Cajun/Creole/Fast Food/Chicken Wings",-83.04126,42.33567,c(-83.04126, 42.33567)
"ngur8BN72eO8vh17hW80dg","Sweetwater Tavern","$$","fast food","Bars/American/Chicken Wings",-83.041633605957,42.3316688537598,c(-83.041633605957, 42.3316688537598)
"dYdUiP4vyGXPB7p7Y9mieg","Soap's Car Wash","N/A","gas station","Car Wash/Gas Stations",-83.13919,42.38904,c(-83.13919, 42.38904)
"v06nc3nNnZzhv1mbY8FhPw","Sunoco","N/A","gas station","",-83.0978139,42.3897434,c(-83.0978139, 42.3897434)
"AejD88NtGNyy4C1cS_vg2A","Andrews On the Corner","$$","restaurant","New American/Salad/Soup",-83.0181027,42.3366854,c(-83.0181027, 42.3366854)
"oFGMg0O05YdMoBbqc1dVWg","Tocoroco","N/A","restaurant","Burgers/Cocktail Bars/Sports Bars",-83.0389957770733,42.3448145021498,c(-83.0389957770733, 42.3448145021498)
"iQKV4JcddCVlAQXlyW8pRg","Three Legged Goat","$$","restaurant","Sports Bars/American/Pizza",-83.04211,42.33525,c(-83.04211, 42.33525)
"N7_qklWP7ykevBCatOQPPA","Hearth 71","N/A","restaurant","Venues & Event Spaces/Steakhouses/Wine Bars",-83.0397874616645,42.3290559178314,c(-83.0397874616645, 42.3290559178314)
"Y-b2ciCZx3B66e3jzwM58w","The Clique Restaurant","$","restaurant","New American",-83.03345,42.33324,c(-83.03345, 42.33324)
"oPzCqXIslnKPUOLa8LPulQ","Breadless","$$","fast casual","Gluten-Free/Sandwiches/Salad",-83.0202704198476,42.3400624574163,c(-83.0202704198476, 42.3400624574163)
"A3LFhq9ksb4RXLu7SU2aaw","Atwater Brewery - Detroit","$$","fast casual","Breweries",-83.0185697147519,42.3371648726135,c(-83.0185697147519, 42.3371648726135)
"8ctLeteWujq_EfH2lRSTAw","Supino Pizzeria","$$","fast casual","Pizza/Italian",-83.040064828648,42.345476174914,c(-83.040064828648, 42.345476174914)
"yygkvRkhvz5A3whUtIqy9A","Dollar Tree","$","dollar store","Discount Store",-82.949328031971,42.3699954806461,c(-82.949328031971, 42.3699954806461)
"SZq-QxZwhXZ-ur6cJPRKYg","Dollar General","N/A","dollar store","Discount Store/Grocery",-82.92577,42.408123,c(-82.92577, 42.408123)
"KHlKb8cN06Ui0yVfUqfF8w","D Motown Deli & Food Truck","$$","fast food","Food Trucks/Delis",-83.02405,42.36397,c(-83.02405, 42.36397)
"VTuuWiQWkbqqjXShJj5ZlA","Citgo","N/A","gas station","",-83.0217742919922,42.3671073913574,c(-83.0217742919922, 42.3671073913574)
"TMIof7XC-UTx9OwfRbHgUQ","L.I.J.B.S. Towing","N/A","gas station","Towing/Roadside Assistance",-83.0354719147499,42.395836755555,c(-83.0354719147499, 42.395836755555)
"zJ7V1acvTLShC7_-mZNPww","Parkway Foods","$","grocery store","Grocery/Fruits & Veggies/Meat Shops",-82.9711429702724,42.3651803959296,c(-82.9711429702724, 42.3651803959296)
"4leyQvsdHF-LoHHCHjN-IQ","Gordon Food Service Store","N/A","grocery store","Grocery",-83.021031,42.3387701,c(-83.021031, 42.3387701)
"AYFBWW43PeXThckbjIKNBQ","ALDI","$","grocery store","Grocery/Fruits & Veggies/Organic Stores",-82.9489083664043,42.3860006499945,c(-82.9489083664043, 42.3860006499945)
"lw722rrgZd-vMedoFwrqDQ","Imperial Fresh Market","N/A","grocery store","Grocery",-83.0429808050394,42.4054165700036,c(-83.0429808050394, 42.4054165700036)
"_YhGeOoTH-IcauFGGXEYQg","Mumma Maria's House","$$","restaurant","Italian",-82.9979002332121,42.3589435136781,c(-82.9979002332121, 42.3589435136781)
"0elfv5UgBtK9DBV61Ae3RQ","Metropolitan Bar And Kitchen","N/A","restaurant","Desserts/Seafood/Cocktail Bars",-82.9966086288355,42.3555703170578,c(-82.9966086288355, 42.3555703170578)
"5guNs6LCHECStnH8R50nFw","Yum Village","N/A","restaurant","African/Caribbean",-82.996935,42.355267,c(-82.996935, 42.355267)
"Kv2nRqdFIk7LZJ5ysuanOw","Ivy Kitchen + Cocktails","$$","restaurant","New American/Desserts/Cocktail Bars",-82.985351,42.358579,c(-82.985351, 42.358579)
"iDaKCrOowR3SUfVyQTp0jA","Gingerberry","N/A","restaurant","Soul Food",-82.9569851607084,42.3698754742151,c(-82.9569851607084, 42.3698754742151)
"T0SbPak3C3CCnOljAPlqvQ","Joseph's Coney Island","N/A","fast casual","New American",-82.95826,42.36976,c(-82.95826, 42.36976)
"jYpro7yht8lZqPE0wvnR1w","Two Birds","$$","fast casual","Cocktail Bars/Wine Bars/Beer Bar",-82.9978977604437,42.3590228655834,c(-82.9978977604437, 42.3590228655834)
"2-IrpRtjy29DjK69gCfC6A","Belle Isle Pizza","$$","fast casual","Pizza",-82.995762,42.351065,c(-82.995762, 42.351065)
"lzqsD7lx0D2SuVtsF5x3Ug","Hartt Estate Sales & Antique Gallery","$$","dollar store","Antiques/Estate Liquidation",-82.9204330444336,42.3975257873535,c(-82.9204330444336, 42.3975257873535)
"1E6uCpSBuH9YkPo0ItPL2w","Detroit Grill & Chill","N/A","fast food","American/Mediterranean/Desserts",-82.994851,42.352218,c(-82.994851, 42.352218)
"WNrfnHYvQmGPAbtwamQZJA","Subway","$","fast food","Sandwiches/Fast Food",-83.0119013,42.3421689038394,c(-83.0119013, 42.3421689038394)
"dS2C-KokxTiPQ0nGjXWxeQ","Chipotle Mexican Grill","N/A","fast food","Fast Food/Mexican",-82.915808,42.406505,c(-82.915808, 42.406505)
"vR0fVp_QijCpNa3eDj8k0A","Ray Laethem Buick GMC","N/A","gas station","Auto Repair/Car Dealers",-82.9179942717754,42.401636879084,c(-82.9179942717754, 42.401636879084)
"j3OUENlnlNsuffp4vYOfZg","Meijer","$","grocery store","Grocery/Bakeries/Department Stores",-83.2527753,42.4121747,c(-83.2527753, 42.4121747)
"9b5-1sr4V9nJm5F911cqTA","Sugar Market","N/A","grocery store","Grocery",-83.240414,42.371354,c(-83.240414, 42.371354)
"axEYLb54ZB1elhfFzSeZyA","Old Redford Food Center","N/A","grocery store","Grocery",-83.2561433,42.4157252,c(-83.2561433, 42.4157252)
"bxOvJ6oZj1Mu-dxktDrH4A","Sloppy Chops","N/A","restaurant","Bars/American/Pasta Shops",-83.1761025264859,42.4167763025085,c(-83.1761025264859, 42.4167763025085)
"PF_2Zxja0lZJU8o0GbSPLw","Whatcha Wanna Eat Food Hall","$$","fast casual","Food Court",-83.1676837429404,42.4165893373225,c(-83.1676837429404, 42.4165893373225)
"8Om6EQnTGiTrcmRUnbknWg","Faustina's Creole and Soul Food","N/A","fast casual","Caterers",-83.1603686,42.4263798,c(-83.1603686, 42.4263798)
"YDhcgI0ElKJGJzDPQecZpw","Dollar General","N/A","dollar store","Discount Store/Grocery",-83.190353,42.41619,c(-83.190353, 42.41619)
"71qwzZDpezC_eNNELLw0KA","Dollar Castle","$","dollar store","Discount Store",-83.18922,42.43047,c(-83.18922, 42.43047)
"NYU28VljAoGiu_2WvDDokw","Dollar Tree","N/A","dollar store","Discount Store",-83.2517205760077,42.4143004316005,c(-83.2517205760077, 42.4143004316005)
"DY-GSfKDtzPAnSraWDVf6w","Dollar Station","N/A","dollar store","",-83.1895218,42.4092712,c(-83.1895218, 42.4092712)
"Jb44Y0vStLaAFXNNotw5MQ","Family Dollar","N/A","dollar store","Discount Store",-83.24203,42.430776,c(-83.24203, 42.430776)
"bUhzVT48xvLt1qMrryRLdg","Davis Cut Rate Drugs","N/A","dollar store","Drugstores",-83.18352,42.41625,c(-83.18352, 42.41625)
"CPEe3-d4sZJPGYFIXF8-NQ","White Castle","$","fast food","Fast Food/Burgers",-83.217155456543,42.3999633789062,c(-83.217155456543, 42.3999633789062)
"nD4xNp4YQ9XkSowWKjZZ3w","A & D marathon","N/A","gas station","Gas Stations/Convenience Stores",-83.21749,42.37252,c(-83.21749, 42.37252)
"p9SBzrYIwW_euMzb_haiXg","Premier Oil","N/A","gas station","Gas Stations",-83.18014,42.41631,c(-83.18014, 42.41631)
"QcD2glAv3_yPMY9NQV6V6A","Pine Lake Market","N/A","grocery store","Grocery",-83.2299575805664,42.3579444885254,c(-83.2299575805664, 42.3579444885254)
"RZKsSkyX737Q33sQFQTp6Q","Three Bros Party Store","N/A","grocery store","Grocery",-83.2330399,42.3578491,c(-83.2330399, 42.3578491)
"mhe2kcgLuMXoRse2NiwNwg","Dollar General","N/A","grocery store","Discount Store/Grocery",-83.218551,42.357541,c(-83.218551, 42.357541)
"nd2kyAIAANN3YabIgIOGAg","Savon Foods Super Market","$","grocery store","Grocery",-83.14072,42.42325,c(-83.14072, 42.42325)
"TwlgUpcG1BlMqRJhaFcRCw","In & Out Food Store","N/A","grocery store","Grocery",-83.2434539794922,42.3571281433105,c(-83.2434539794922, 42.3571281433105)
"RczQDBdOnE9_Ii57h-UpDA","Grand Price Food Center","$$","grocery store","Grocery",-83.171607,42.3817466,c(-83.171607, 42.3817466)
"8uyEhshch5J4lSXgDlvhyA","Fusion Flare Kitchen & Cocktails","N/A","restaurant","Soul Food/Cocktail Bars",-83.21091,42.37208,c(-83.21091, 42.37208)
"iXmJPKdrbQQbpq6hT3QWaw","Magic Dollar Super Store","N/A","dollar store","",-83.1416168212891,42.4286842346191,c(-83.1416168212891, 42.4286842346191)
"KrxXZV6Zw0WUej8xfcXPCw","Billy Coney Island","$","fast food","Fast Food",-83.23275,42.38606,c(-83.23275, 42.38606)
"yE31Wt9MuQgSVyzPDGDFSw","Citgo gas station","N/A","gas station","Gas Stations",-83.1349199,42.41701,c(-83.1349199, 42.41701)
"DEolYKnuPgfic9s3OrAfaQ","Davis Bros Shell Station","N/A","gas station","Gas Stations/Tires/Auto Repair",-83.1760406494141,42.4314956665039,c(-83.1760406494141, 42.4314956665039)
"dNOPCjnPssey8lJBitxf7A","Puritan Garage","N/A","gas station","",-83.1885866,42.4091965,c(-83.1885866, 42.4091965)
"9XpS-N7a62tNGzkUbtX4xw","Mickey's Party Store","N/A","grocery store","Grocery",-83.203987121582,42.3583183288574,c(-83.203987121582, 42.3583183288574)
"IMapA6pUOwnYtv6iTxGv_w","Ray's Market","N/A","grocery store","Grocery",-83.1923429,42.357973,c(-83.1923429, 42.357973)
"5cMaXDgM2OzPKM2ZfWSPBw","Pasta Bowl Restaurant","$$","restaurant","Soul Food/Italian/Comfort Food",-83.2133407592773,42.4154243469238,c(-83.2133407592773, 42.4154243469238)
"Iq1EQUebyD2w954B-Q3zcw","Southern Smokehouse","$$","restaurant","Soul Food/Barbeque/Smokehouse",-83.186882019043,42.4167976379395,c(-83.186882019043, 42.4167976379395)
"oFNcYV93uybtDGSYuBpycA","Slowski Olde World Deli","N/A","restaurant","Delis",-83.1890901,42.3656657,c(-83.1890901, 42.3656657)
"pmzHgXQOQB3HdXPzB4T9Zg","Detroit Vegan Soul","$$","fast casual","Soul Food/Vegan/Vegetarian",-83.23518,42.40786,c(-83.23518, 42.40786)
"UZltpvmZE8lnuj1J-9wvXg","Treat You Batter","N/A","fast casual","Desserts",-83.1965573877096,42.3430702756521,c(-83.1965573877096, 42.3430702756521)
"VmKRRddCfx0-qAPwoL1Aww","Captain Jay's Fish & Chicken","N/A","fast food","Chicken Shop/Fish & Chips",-83.19746,42.36325,c(-83.19746, 42.36325)
"y4RE-FkQY0-VutLixbYFpg","What's The Dill","N/A","fast food","Delis/Sandwiches",-83.13966,42.417295,c(-83.13966, 42.417295)
"sDqkAvPA520dPEXldgFS7Q","White Castle","$","fast food","Fast Food/Burgers",-83.1973724365234,42.3584976196289,c(-83.1973724365234, 42.3584976196289)
"rIVRUI3q6NHCz1a1lzb_eg","Dollar General","N/A","grocery store","Discount Store/Grocery",-83.177131,42.358858,c(-83.177131, 42.358858)
"sAbxuTdD43TzsWVgJn258Q","May's Market","N/A","grocery store","Grocery",-83.1724701,42.3660278,c(-83.1724701, 42.3660278)
"rF4HJRk5UOIDjUgMlC98DA","Dem Noles Bois","N/A","restaurant","Cajun/Creole/Seafood/Barbeque",-83.16473,42.35858,c(-83.16473, 42.35858)
"5ciBnKJD7HYzn3MopVsp3g","Shottys Kitchen Halal","N/A","restaurant","Sandwiches",-83.135358,42.350994,c(-83.135358, 42.350994)
"y-c373JyJ9Qt5Sz5rhUqMA","Uncle Rays Potato Chips","$","fast food","Fast Food",-83.1634216,42.3922691,c(-83.1634216, 42.3922691)
"rykeqy-cYznwOGlQr5pemw","Top Notch Towing LLC","N/A","gas station","Towing",-83.1559295654297,42.3954963684082,c(-83.1559295654297, 42.3954963684082)
"OJRZNSMTNPlwftqxaWvz8g","Hometown Market","N/A","grocery store","Grocery/Beer/ Wine & Spirits/Meat Shops",-83.1577148,42.3584557,c(-83.1577148, 42.3584557)
"ARPmFTl3QqLh8USdPXN9cQ","Holiday Variety Store","N/A","grocery store","Grocery",-83.1497344970703,42.3588485717773,c(-83.1497344970703, 42.3588485717773)
"aviCUysdXPAZveA8BLr3Sw","Blue Sky Market","N/A","grocery store","Grocery",-83.1392474,42.3703480725443,c(-83.1392474, 42.3703480725443)
"BoOzTjnQNFgs9hr_ZAvT3w","Twin Brothers Market","N/A","grocery store","Grocery",-83.15185,42.36599,c(-83.15185, 42.36599)
"Xs8hWjWKPwW-gClGUQfyTQ","Family Dollar","N/A","dollar store","",-83.0575999,42.41041,c(-83.0575999, 42.41041)
"QC4bZMgcsE-mH0DwJZLX6g","Dairy Queen Ltd Brazier","N/A","fast food","Ice Cream & Frozen Yogurt/Fast Food/Burgers",-83.158288,42.361947,c(-83.158288, 42.361947)
"_TkmBg9PQIxTT-v6MS74zw","Harlem","N/A","grocery store","Grocery",-83.110052,42.357397,c(-83.110052, 42.357397)
"Pa_LKDjy4gt7-NhgEqNGnQ","E&N Market","N/A","grocery store","Grocery",-83.1392305344343,42.3757535219193,c(-83.1392305344343, 42.3757535219193)
"Fd0w8PjfM-L8RwC13kekDg","D & L Market","$","grocery store","Grocery",-83.1397247,42.3859406,c(-83.1397247, 42.3859406)
"vm2ac7XVpdriznjvxf4Mow","Second Best Detroit","N/A","restaurant","Bars/American",-83.055255,42.344965,c(-83.055255, 42.344965)
"z8wiJCwbTBeeNJp2XL1rbg","Burger King","$","fast food","Burgers/Fast Food",-83.0771129,42.3751582,c(-83.0771129, 42.3751582)
"sx_4Y0qswqNPoo3o2KtSnQ","Mobil","N/A","gas station","Gas Stations",-83.04199,42.42232,c(-83.04199, 42.42232)
"BnqwaQd5cmebm7zVF_Fm-Q","New Center Super Market","$","grocery store","Grocery/Beer/ Wine & Spirits",-83.076774597168,42.3747673034668,c(-83.076774597168, 42.3747673034668)
"c4FrztgpfSDuvT7BksY64g","Papa Joe's Market","N/A","grocery store","Pizza/Delis/Italian",-83.084699884057,42.3676099208916,c(-83.084699884057, 42.3676099208916)
"V4C8nbTt-VZ38FHPQC1JEA","Peaches & Greens","$","grocery store","Fruits & Veggies",-83.08622,42.37878,c(-83.08622, 42.37878)
"d-5lyKTcTy10JSrBnR3q0A","Freya","$$$$","fast casual","New American/American",-83.0669829,42.3721688686099,c(-83.0669829, 42.3721688686099)
"LWeJ28ozZBbs8TlZj8cqbw","Family Dollar","$","dollar store","Discount Store",-83.0153641104698,42.4341083317995,c(-83.0153641104698, 42.4341083317995)
"mFNSUHXwnvugvqsc5Bl6bA","KFC","$","fast food","Chicken Wings/Fast Food/Chicken Shop",-83.08616,42.36504,c(-83.08616, 42.36504)
"U_jzskaUnosKIQ_7gHYnog","Romeo Bp","N/A","gas station","Gas Stations",-83.0228001996171,42.4282150270526,c(-83.0228001996171, 42.4282150270526)
"NQJsmAzez4__oWYV8Ujkpw","BasBlue Cafe","N/A","restaurant","Cafes/Breakfast & Brunch",-83.0650734295135,42.3616366288792,c(-83.0650734295135, 42.3616366288792)
"JU83fjqfc-8OF_60mvgVvA","Babo Detroit","$$","restaurant","New American/Breakfast & Brunch",-83.0664664036942,42.360556249668,c(-83.0664664036942, 42.360556249668)
"2Gbql_loKmYhuOE40QyVsA","The Block","$$","restaurant","American",-83.059967371642,42.3499016965308,c(-83.059967371642, 42.3499016965308)
"S38PGOYazDq82Su_GyoNHg","Common Pub","$$","restaurant","Pubs/Poutineries",-83.06813,42.36005,c(-83.06813, 42.36005)
"8CSAifNfdBhaOKwpyV49bA","Momo Cha","N/A","restaurant","Himalayan/Nepalese",-83.06156,42.34422,c(-83.06156, 42.34422)
"zkoB94aF87JvcoyUSL4UZg","The Ghost Bar","$$","restaurant","New American/Cocktail Bars",-83.0621490478516,42.3527526855469,c(-83.0621490478516, 42.3527526855469)
"-s_eiUkP-wlRqGy68KhSXw","La Palma","$","fast casual","Mediterranean/Middle Eastern",-83.0595906,42.3536316,c(-83.0595906, 42.3536316)
"2xDUtzO7aSJHdj9-Kn2O-w","Bronx Bar - Detroit","$","fast casual","Dive Bars/Burgers",-83.06686,42.35225,c(-83.06686, 42.35225)
"n59IW4qD3kFprD3Ad7MQjw","Uncle Joes","N/A","fast casual","Chicken Wings",-83.07275472,42.35687764,c(-83.07275472, 42.35687764)
"qksygNVuH7PprcsGEDXOgA","King Kong Burgers","N/A","fast food","Burgers/Fast Food",-83.0030360072851,42.4347234063281,c(-83.0030360072851, 42.4347234063281)
"qjvANMW6EiCKG6bc3ZrlRA","Unique Coney Island Express","N/A","fast food","Fast Food",-83.0697084,42.3525999554228,c(-83.0697084, 42.3525999554228)
"z5IqLD-HeSoHNVknASRwvg","Quickly Boba Cafe","N/A","fast food","Bubble Tea/Hong Kong Style Cafe/Fast Food",-83.070911,42.358074,c(-83.070911, 42.358074)
"4i7yGoBKl_2zmt4Wgj8dww","KFC","$","fast food","Chicken Wings/Fast Food/Chicken Shop",-83.02445,42.36474,c(-83.02445, 42.36474)
"FZKxvKE7I-taGHmffESZIg","The Mushroom Hub - Detroit","N/A","grocery store","Specialty Food/Grocery",-83.063598,42.351285,c(-83.063598, 42.351285)
"-pHwXwc0xLAu0saAlHT-QA","Mahi Foods","$","grocery store","International Grocery",-83.03798,42.34891,c(-83.03798, 42.34891)
"JvolfqwcN7PC4CVQGssGCg","Poke Poke - Sushi Unrolled","$$","fast casual","Poke/Sushi Bars",-83.062455,42.353415,c(-83.062455, 42.353415)
"pYd5Z0xD0x_xVg7dNUlK6Q","Frank's Deli & Grill","$$","fast food","American/Delis/Breakfast & Brunch",-83.043525,42.350627,c(-83.043525, 42.350627)
"1CjrIfqJRl-PxoBt1gxGug","Marathon","N/A","gas station","Gas Stations",-83.06264,42.43336,c(-83.06264, 42.43336)
"mEi9DC709bpKWIgHXnlprA","Sav-Mart Supermarket","N/A","grocery store","Grocery",-83.0190858,42.3724617,c(-83.0190858, 42.3724617)
"OdOc7THMVhUt2EyegEwLAA","Saffron De Twah","$$","restaurant","Moroccan",-83.01584,42.37633,c(-83.01584, 42.37633)
"EFZyjHsdnkdihn3k7TiRzw","Bunny Bunny","N/A","restaurant","Chinese/Southern/Indian",-83.037946527938,42.34419672475,c(-83.037946527938, 42.34419672475)
"NknTblUWQts1DgXSqlEd5g","Grandy's Coney Island","N/A","fast food","Hot Dogs",-83.02099609375,42.361213684082,c(-83.02099609375, 42.361213684082)
"P9_0gD4tNWat-SG6Tr-eOg","Solomon Gas & Mart","N/A","gas station","Gas Stations",-83.1140747070312,42.4316177368164,c(-83.1140747070312, 42.4316177368164)
"lxaX7DwTel5iZaKTNqpPWQ","Gratiot Grocery And Hooka","N/A","grocery store","Grocery/Vape Shops",-83.01715,42.37536,c(-83.01715, 42.37536)
"bPsBOD8C1nTF1d4JtPXAng","Parkstone Market","N/A","grocery store","Grocery",-82.997139,42.3552094,c(-82.997139, 42.3552094)
"oSzh95BSHpnvQXfy9M-mGA","Malek Grocery & Hookah","N/A","grocery store","Grocery/Vape Shops",-83.017245,42.3757030043254,c(-83.017245, 42.3757030043254)
"foiGAPuS3fCwIHXKkGrekg","Encarnacion - Latin American Coffee and Food","N/A","restaurant","Coffee & Tea/Latin American",-82.999467653553,42.3583959763349,c(-82.999467653553, 42.3583959763349)
"pf325w600O3YXpcgznnmRQ","Sindbads Restaurant & Marina","$$$","restaurant","Seafood/American/Steakhouses",-82.973938,42.3581009,c(-82.973938, 42.3581009)
"BIiZyky2ls9U69LjILdvIQ","Gabriel Hall","N/A","restaurant","Cajun/Creole",-82.99951,42.35824,c(-82.99951, 42.35824)
"NenlDTFgAMDE4-tMPEbeGQ","Frenchie’s","N/A","restaurant","Coffee & Tea/Breakfast & Brunch/American",-82.9983203034571,42.3588466893943,c(-82.9983203034571, 42.3588466893943)
"RYxXBba98PRqasYkmibFEg","The Red Hook","$","restaurant","Coffee & Tea/Vegetarian/New American",-82.9970585,42.3552156,c(-82.9970585, 42.3552156)
"IUQITH4NlYaSMycnVwuoAw","Sister Pie","$$","fast casual","Desserts/Coffee & Tea/Bakeries",-82.9986003,42.3587302504527,c(-82.9986003, 42.3587302504527)
"Q6_6eQXC3HjoJ9ejPV30wg","Rocketfuel Nutrition","N/A","fast casual","Food Delivery Services",-82.98546,42.36073,c(-82.98546, 42.36073)
"e9FVcdWoGCNpaDKp_5AOSw","Dollar Tree","N/A","dollar store","Discount Store",-82.9200130118601,42.4099488943355,c(-82.9200130118601, 42.4099488943355)
"sRIH1M65zJa0JXUd1fPHfg","Popeyes Louisiana Kitchen","$","fast food","Fast Food/Chicken Wings",-82.975125,42.389326,c(-82.975125, 42.389326)
"2pPdvjN4QPkis2MO0cchag","Wendy's","$","fast food","Fast Food/Burgers",-83.0144638,42.3781947594707,c(-83.0144638, 42.3781947594707)
"OnFPQNaesIZEzZ5YZ1vNTw","Checkers","N/A","fast food","Burgers/Fast Food",-82.9423938,42.412772,c(-82.9423938, 42.412772)
"ddkYUjmr8Ih_Wslgm_ws2w","Grosse Pointe Shell","N/A","gas station","Gas Stations",-82.91182,42.41464,c(-82.91182, 42.41464)
"3ltC4URgJFJGk_rynP4IDQ","Del Point Food Center","$$","grocery store","Grocery",-82.9398129,42.4142163,c(-82.9398129, 42.4142163)
"wFN2dXtuPqZEW8zWUz1zSQ","Harper Food Center","N/A","grocery store","Grocery",-82.9684853,42.403647,c(-82.9684853, 42.403647)
"iy_NrKxQgr6swwfSQ7vYAw","Bayview Yacht Club","N/A","restaurant","Boating/Bars/Sandwiches",-82.9523239135742,42.3559722900391,c(-82.9523239135742, 42.3559722900391)
"sr7sHEubfZ8pwYNKVFg6iQ","Coriander Kitchen & Farm ","$$","restaurant","Salad/Cocktail Bars",-82.932228,42.3596,c(-82.932228, 42.3596)
"XZtQ7VGdodARouKbSYjKJA","Roostertail","N/A","fast casual","Caterers/Venues & Event Spaces/Wedding Planning",-82.9735699,42.355952,c(-82.9735699, 42.355952)
"hhmTiNJH_Er-nl2q_86aKw","Krazy Pizza","N/A","fast food","Salad/Pizza/Fish & Chips",-82.9539675699764,42.3860870358365,c(-82.9539675699764, 42.3860870358365)
"9vaSThyZ-22o0jK515JE-g","Wendy's","$","fast food","Burgers/Fast Food",-82.94881,42.37154,c(-82.94881, 42.37154)
"cO0YTDHBU6XpZVyLex2FDg","Burger King","$","fast food","Burgers/Fast Food",-82.9659229516983,42.3842491573058,c(-82.9659229516983, 42.3842491573058)
"yFm9X2VNemVwVAQ8UXq1Fw","Manistique Market","N/A","grocery store","Grocery",-82.9369812011719,42.3684616088867,c(-82.9369812011719, 42.3684616088867)
"QaRb0TNJd6sQHMQCRIWH9g","Public Foods","N/A","grocery store","Grocery",-82.9401245117188,42.4019432067871,c(-82.9401245117188, 42.4019432067871)
"lo33wxsPfzn2IxRlDfNc1g","Better Health Store","$$","grocery store","Health Markets",-82.91066,42.41898,c(-82.91066, 42.41898)
"Wh-E6mYRfYW850vhZsTCiA","Dynasty Chinese Food","$","restaurant","Chinese",-82.948097,42.370361,c(-82.948097, 42.370361)
"wbwp4qIIQrXQuSS0W8Jl3w","Savoy Restaurant","N/A","restaurant","Seafood/Steakhouses/Cocktail Bars",-82.9294,42.40654,c(-82.9294, 42.40654)
"qPqotrh3QbkZeO5gfIrgfg","Detroit Soul","$$","restaurant","Barbeque/Soul Food/Sandwiches",-82.9453244,42.3721159,c(-82.9453244, 42.3721159)
